Approved.symbol	Previous.symbols	Alias.symbols	NCBI.Gene.ID	Ensembl.gene.ID
ADAMDEC1	NA	M12.219	27299	ENSG00000134028
ADAMTS1	NA	C3-C5, METH1, KIAA1346	9510	ENSG00000154734
ADAMTS2	NA	ADAMTS-3, hPCPNI, PCINP, ADAM-TS2, NPI	9509	ENSG00000087116
ADAMTS3	NA	KIAA0366, ADAMTS-4	9508	ENSG00000156140
ADAMTS4	NA	KIAA0688, ADAMTS-2, ADMP-1	9507	ENSG00000158859
ADAMTS5	NA	ADMP-2, ADAMTS11	11096	ENSG00000154736
ADAMTS6	NA	ADAM-TS6	11174	ENSG00000049192
ADAMTS7	NA	ADAM-TS7, DKFZp434H204	11173	ENSG00000136378
ADAMTS7P1	ADAMTS7P2	NA	390660	ENSG00000274376
ADAMTS7P2~withdrawn	NA	NA	NA	NA
ADAMTS7P3	NA	NA	400406	ENSG00000261143
ADAMTS7P4	NA	NA	642935	ENSG00000218052
ADAMTS8	NA	METH2, FLJ41712, ADAM-TS8	11095	ENSG00000134917
ADAMTS9	NA	KIAA1312	56999	ENSG00000163638
ADAMTS9-AS1	NA	NA	101929335	ENSG00000241158
ADAMTS9-AS2	NA	NA	100507098	ENSG00000241684
ADAMTS10	NA	ADAM-TS10	81794	ENSG00000142303
ADAMTS12	NA	NA	81792	ENSG00000151388
ADAMTS13	C9orf8	VWFCP, TTP, vWF-CP, FLJ42993, MGC118899, MGC118900, DKFZp434C2322	11093	ENSG00000160323
ADAMTS14	NA	NA	140766	ENSG00000138316
ADAMTS15	NA	NA	170689	ENSG00000166106
ADAMTS16	NA	ADAMTS16s	170690	ENSG00000145536
ADAMTS17	NA	FLJ32769, FLJ16363	170691	ENSG00000140470
ADAMTS18	ADAMTS21	NA	170692	ENSG00000140873
ADAMTS19	NA	NA	171019	ENSG00000145808
ADAMTS19-AS1	NA	RP11-346A9.1	NA	ENSG00000249421
ADAMTS20	NA	GON-1	80070	ENSG00000173157
ADAMTS21~withdrawn	NA	NA	NA	NA
ADAMTSL1	C9orf94	ADAMTSR1, FLJ35283	92949	ENSG00000178031
ADAMTSL2	NA	KIAA0605	9719	ENSG00000197859
ADAMTSL3	NA	KIAA1233, punctin-2	57188	ENSG00000156218
ADAMTSL4	TSRC1	DKFZP434K1772	54507	ENSG00000143382
ADAMTSL4-AS1	C1orf138	FLJ45786	NA	ENSG00000203804
ADAMTSL4-AS2	NA	NA	100289061	ENSG00000237781
ADAMTSL5	THSD6	NA	339366	ENSG00000185761
ADAP1	CENTA1	GCS1L	11033	ENSG00000105963
ADAP2	CENTA2	NA	55803	ENSG00000184060
ADAR	IFI4, G1P1	ADAR1	103	ENSG00000160710
ADARB1	NA	ADAR2, DRADA2, ADAR2g, DRABA2, RED1, hRED1, ADAR2a-L1, ADAR2a-L2, ADAR2a-L3, ADAR2a, ADAR2b, ADAR2c, ADAR2d	104	ENSG00000197381
ADARB2	NA	RED2, hRED2, ADAR3	105	ENSG00000185736
ADARB2-AS1	C10orf109, NCRNA00168	bA466B20.1	642394	ENSG00000205696
ADAT1	NA	NA	23536	ENSG00000065457
ADAT2	DEADC1	dJ20N2.1, TAD2	134637	ENSG00000189007
ADAT3	NA	TAD3	113179	ENSG00000213638
ADCK1	NA	FLJ39600	57143	ENSG00000063761
ADCK2	NA	MGC20727	90956	ENSG00000133597
ADCK5	NA	FLJ35454	203054	ENSG00000173137
ADCP1	NA	NA	106	NA
ADCP2~withdrawn	NA	NA	NA	NA
ADCR~withdrawn	NA	NA	NA	NA
ADCY1	DFNB44	AC1	107	ENSG00000164742
ADCY2	NA	HBAC2, KIAA1060, AC2	108	ENSG00000078295
ADCY3	NA	AC3	109	ENSG00000138031
ADCY4	NA	AC4	196883	ENSG00000129467
ADCY5	NA	AC5	111	ENSG00000173175
ADCY6	NA	AC6	112	ENSG00000174233
ADCY6-DT	NA	NA	100506125	ENSG00000257660
ADCY7	NA	KIAA0037, AC7	113	ENSG00000121281
ADCY8	ADCY3	HBAC1, AC8	114	ENSG00000155897
ADCY9	NA	AC9	115	ENSG00000162104
ADCY10	NA	SAC, Sacy, SACI, HCA2, RP1-313L4.2	55811	ENSG00000143199
ADCY10P1	NA	NA	221442	ENSG00000161912
ADCYAP1	NA	PACAP	116	ENSG00000141433
ADCYAP1R1	NA	PAC1, PACAPR, PAC1R	117	ENSG00000078549
ADD1	NA	NA	118	ENSG00000087274
ADD2	NA	ADDB	119	ENSG00000075340
ADD3	ADDL	NA	120	ENSG00000148700
ADD3-AS1	NA	NA	100505933	ENSG00000203876
ADDL~withdrawn	NA	NA	NA	NA
ADFN	NA	NA	NA	NA
ADGB	C6orf103	FLJ23121, dJ408K24.1, CAPN16	79747	ENSG00000118492
ADGRA1	GPR123	KIAA1828	84435	ENSG00000197177
ADGRA1-AS1	GPR123-AS1	NA	NA	ENSG00000256925
ADGRA2	GPR124	TEM5, DKFZp434C211, DKFZp434J0911, KIAA1531, FLJ14390	25960	ENSG00000020181
ADGRA3	GPR125	FLJ38547, PGR21	166647	ENSG00000152990
ADGRB1	BAI1	NA	575	ENSG00000181790
ADGRB2	BAI2	NA	576	ENSG00000121753
ADGRB3	BAI3	KIAA0550	577	ENSG00000135298
ADGRD1	GPR133	DKFZp434B1272, PGR25	283383	ENSG00000111452
ADGRD1-AS1	NA	LACAT8	105755954	ENSG00000256151
ADGRD2	GPR144	PGR24	347088	ENSG00000180264
ADGRE1	TM7LN3, EMR1	NA	2015	ENSG00000174837
ADGRE2	EMR2	CD312	30817	ENSG00000127507
ADGRE3	EMR3	NA	84658	ENSG00000131355
ADGRE4P	GPR127, EMR4, EMR4P	PGR16	326342	ENSG00000268758
ADGRE5	CD97	TM7LN1	976	ENSG00000123146
ADGRF1	GPR110	hGPCR36, PGR19	266977	ENSG00000153292
ADGRF2	GPR111	hGPCR35, PGR20	222611	ENSG00000164393
ADGRF3	GPR113	hGPCR37, PGR23	165082	ENSG00000173567
ADGRF4	GPR115	FLJ38076, PGR18	221393	ENSG00000153294
ADGRF5	GPR116	DKFZp564O1923, KIAA0758	221395	ENSG00000069122
ADGRF5-AS1	NA	NA	101926962	ENSG00000225730
ADGRF5P1	GPR116P1	NA	389740	ENSG00000227582
ADGRF5P2	GPR116P2	NA	441416	ENSG00000204818
ADGRG1	GPR56	TM7LN4, TM7XN1	9289	ENSG00000205336
ADGRG2	GPR64	HE6, TM7LN2, EDDM6	10149	ENSG00000173698
ADGRG3	GPR97	Pb99, PGR26	222487	ENSG00000182885
ADGRG4	GPR112	RP1-299I16, PGR17	139378	ENSG00000156920
ADGRG5	GPR114	PGR27	221188	ENSG00000159618
ADGRG6	GPR126	FLJ14937	57211	ENSG00000112414
ADGRG7	GPR128	FLJ14454	84873	ENSG00000144820
ADGRL1	LPHN1	KIAA0821, CIRL1, LEC2	22859	ENSG00000072071
ADGRL2	LPHH1, LPHN2	KIAA0786, LEC1	23266	ENSG00000117114
ADGRL3	LPHN3	KIAA0768, LEC3	23284	ENSG00000150471
ADGRL3-AS1	LPHN3-AS1	NA	101927186	ENSG00000248692
ADGRL4	ELTD1	ETL	64123	ENSG00000162618
ADGRV1	USH2C, MASS1, GPR98	DKFZp761P0710, KIAA0686, FEB4, VLGR1	84059	ENSG00000164199
ADH1A	ADH1	NA	124	ENSG00000187758
ADH1B	ADH2	NA	125	ENSG00000196616
ADH1C	ADH3	NA	126	ENSG00000248144
ADH4	NA	ADH-2	127	ENSG00000198099
ADH5	FDH	ADH-3, ADHX, GSNOR	128	ENSG00000197894
ADH5P1	NA	ADH-3P1	NA	NA
ADH5P2	NA	NA	343296	ENSG00000232676
ADH5P3	NA	NA	100131810	ENSG00000223694
ADH5P4	ADH5B	bA707M13.2	642443	ENSG00000233859
ADH5P5	NA	NA	NA	ENSG00000234865
ADH6	NA	ADH-5	130	ENSG00000172955
ADH7	NA	ADH-4	131	ENSG00000196344
ADHFE1	NA	FLJ32430	137872	ENSG00000147576
ADI1	NA	SIPL, MTCBP-1, ARD, APL1, FLJ10913, HMFT1638, mtnD	55256	ENSG00000182551
ADI1P1	NA	NA	100130936	ENSG00000235102
ADI1P2	NA	NA	100288971	ENSG00000250684
ADI1P3	NA	NA	100288129	ENSG00000258369
ADIG	NA	MGC39724, SMAF1, RP5-1100H13.2	149685	ENSG00000182035
ADIPOQ	ACDC	ACRP30, apM1, GBP28, adiponectin	9370	ENSG00000181092
ADIPOQ-AS1	NA	NA	100874095	ENSG00000226482
ADIPOR1	NA	PAQR1, ACDCR1	51094	ENSG00000159346
ADIPOR1P1	NA	NA	645220	ENSG00000232497
ADIPOR1P2	NA	NA	390503	ENSG00000258805
ADIPOR2	NA	PAQR2, ACDCR2	79602	ENSG00000006831
ADIR~withdrawn	NA	FLJ22345, ADIR2	NA	NA
ADIRF	C10orf116	APM2, AFRO	10974	ENSG00000148671
ADIRF-AS1	NA	NA	100133190	ENSG00000272734
ADK	NA	AK	132	ENSG00000156110
ADL~withdrawn	NA	NA	NA	NA
ADM	NA	AM	133	ENSG00000148926
ADM2	NA	AM2, FLJ21135	79924	ENSG00000128165
ADM5	C19orf76	AM5	199800	ENSG00000224420
ADMLX~withdrawn	NA	NA	NA	NA
ADMLY~withdrawn	NA	NA	NA	NA
ADNP	NA	KIAA0784, ADNP1	23394	ENSG00000101126
ADNP-AS1	NA	NA	101927631	ENSG00000259456
ADNP2	ZNF508	KIAA0863	22850	ENSG00000101544
ADO	C10orf22	FLJ14547	84890	ENSG00000181915
ADORA1	NA	RDC7	134	ENSG00000163485
ADORA2A	ADORA2	RDC8	135	ENSG00000128271
ADORA2A-AS1	C22orf45	FLJ34651	646023	ENSG00000178803
ADORA2B	NA	NA	136	ENSG00000170425
ADORA2BP1	ADORA2BP	NA	137	ENSG00000236136
ADORA2L1	ADORA2L	NA	NA	NA
ADORA2L2	NA	NA	NA	NA
ADORA3	NA	AD026	140	ENSG00000282608
ADPGK	NA	DKFZp434B195, ADP-GK	83440	ENSG00000159322
ADPGK-AS1	NA	NA	100287559	ENSG00000260898
ADPRH	NA	ARH1	141	ENSG00000144843
ADPRHL1	NA	ARH2	113622	ENSG00000153531
ADPRM	C17orf48	MDS006	56985	ENSG00000170222
ADPRS	ADPRHL2	ARH3, FLJ20446	54936	ENSG00000116863
ADRA1A	ADRA1C	ADRA1L1	148	ENSG00000120907
ADRA1B	NA	NA	147	ENSG00000170214
ADRA1C~withdrawn	NA	NA	NA	NA
ADRA1D	NA	ADRA1R, ADRA1A, ADRA1	146	ENSG00000171873
ADRA2A	ADRA2, ADRA2R	ADRAR	150	ENSG00000150594
ADRA2B	ADRA2L1, ADRA2RL1	ADRARL1	151	ENSG00000274286
ADRA2C	ADRA2L2, ADRA2RL2	ADRARL2	152	ENSG00000184160
ADRA2L1~withdrawn	NA	NA	NA	NA
ADRB1	ADRB1R	NA	153	ENSG00000043591
ADRB2	ADRB2R	ADRBR, BAR, B2AR	154	ENSG00000169252
ADRB2RL1~withdrawn	NA	NA	NA	NA
ADRB3	NA	NA	155	ENSG00000188778
ADRM1	NA	GP110, Rpn13, ARM1	11047	ENSG00000130706
ADSL	NA	NA	158	ENSG00000239900
ADSS1	ADSSL1	FLJ38602	122622	ENSG00000185100
ADSS2	ADSS	NA	159	ENSG00000035687
ADT	NA	NA	NA	NA
ADTAA~withdrawn	NA	NA	NA	NA
ADTAB~withdrawn	NA	NA	NA	NA
ADTB1~withdrawn	NA	NA	NA	NA
ADTB2~withdrawn	NA	NA	NA	NA
ADTG~withdrawn	NA	NA	NA	NA
ADTRP	C6orf105	dJ413H6.1, AIG1L	84830	ENSG00000111863
AE1~withdrawn	NA	NA	NA	NA
AE2~withdrawn	NA	NA	NA	NA
AEBP1	NA	ACLP	165	ENSG00000106624
AEBP2	NA	MGC17922	121536	ENSG00000139154
AEMK~withdrawn	NA	NA	NA	NA
AEN	ISG20L1	FLJ12484, FLJ12562	64782	ENSG00000181026
AEPLC~withdrawn	NA	NA	NA	NA
AEZ~withdrawn	NA	NA	NA	NA
AF8T	NA	NA	NA	NA
AFA	NA	NA	NA	NA
AFAP1	NA	AFAP-110, AFAP	60312	ENSG00000196526
AFAP1-AS1	AFAP1AS, AFAP1-AS	MGC10981	84740	ENSG00000272620
AFAP1L1	NA	FLJ36748	134265	ENSG00000157510
AFAP1L2	KIAA1914	FLJ14564, Em:AC005383.4, XB130	84632	ENSG00000169129
AFCP~withdrawn	NA	NA	NA	NA
AFD1	NA	NA	NA	NA
AFDN	MLLT4	AF-6, AF6	4301	ENSG00000130396
AFDN-DT	C6orf124, MLLT4-AS1, AFDN-AS1	HGC6.4, dJ431P23.3	653483	ENSG00000198221
AFF1	PBM1, MLLT2	AF-4, AF4	4299	ENSG00000172493
AFF1-AS1	NA	NA	100506746	NA
AFF2	FMR2	FRAXE	2334	ENSG00000155966
AFF2-IT1	NA	NA	NA	ENSG00000223516
AFF3	LAF4	MLLT2-like	3899	ENSG00000144218
AFF4	NA	AF5Q31, MCEF	27125	ENSG00000072364
AFG1L	LACE1	AFG1	246269	ENSG00000135537
AFG3~withdrawn	NA	NA	NA	NA
AFG3L1P	AFG3, AFG3L1	NA	172	ENSG00000223959
AFG3L2	SCA28	SPAX5	10939	ENSG00000141385
AFG3L2P1	AFG3L2P	NA	347028	ENSG00000253606
AFM	NA	ALB2, ALBA	173	ENSG00000079557
AFMID	NA	DKFZp686F03259, KF	125061	ENSG00000183077
AFP	HPAFP	FETA	174	ENSG00000081051
AFTPH	NA	MGC33965, FLJ20080, FLJ23793, Nbla10388	54812	ENSG00000119844
AGA	NA	ASRG	175	ENSG00000038002
AGAP1	CENTG2	KIAA1099, GGAP1	116987	ENSG00000157985
AGAP1-IT1	NA	NA	100506749	ENSG00000235529
AGAP2	CENTG1	NA	116986	ENSG00000135439
AGAP2-AS1	NA	LOC100130776, PUNISHER	100130776	ENSG00000255737
AGAP3	CENTG3	NA	116988	ENSG00000133612
AGAP4	CTGLF1, AGAP8, CTGLF5	Em:AC012044.1, MRIP2	119016	ENSG00000188234
AGAP5	CTGLF2	Em:AC073389.1	729092	ENSG00000172650
AGAP6	CTGLF3	bA324H6.1	414189	ENSG00000204149
AGAP7P	CTGLF4, AGAP7	bA109G10.1	653268	ENSG00000264204
AGAP8~withdrawn	CTGLF5	NA	NA	NA
AGAP9	CTGLF6	bA301J7.2, FLJ00312	642517	ENSG00000204172
AGAP10~withdrawn	CTGLF7	bA144G6.2	NA	NA
AGAP10P	AGAP10, CTGLF7, CTGLF10P	bA358L16.1, bA144G6.2	653234	ENSG00000230869
AGAP11	NA	KIAA1975	119385	ENSG00000271880
AGAP12P	CTGLF12P	bA164N7.2	414224	ENSG00000265018
AGAP13P	CTGLF9P	bA548K23.1	728005	ENSG00000243289
AGAP14P	CTGLF11P, AGAP14	bA145E20.1	653259	ENSG00000279058
AGBL1	NA	FLJ32310, CCP4	123624	ENSG00000273540
AGBL1-AS1	NA	NA	727915	ENSG00000260125
AGBL2	NA	FLJ23598, CCP2	79841	ENSG00000165923
AGBL3	NA	MGC32955, CCP3	340351	ENSG00000146856
AGBL4	NA	FLJ14442, CCP6	84871	ENSG00000186094
AGBL4-AS1	NA	NA	101929721	ENSG00000230114
AGBL4-IT1	NA	NA	NA	ENSG00000225623
AGBL5	NA	FLJ21839, CCP5	60509	ENSG00000084693
AGBL5-AS1	NA	NA	NA	ENSG00000231636
AGBL5-IT1	NA	NA	NA	ENSG00000229122
AGER	NA	RAGE, SCARJ1	177	ENSG00000204305
AGFG1	HRB	RIP, RAB	3267	ENSG00000173744
AGFG2	HRBL	RABR	3268	ENSG00000106351
AGGF1	NA	VG5Q, HSU84971, FLJ10283, GPATC7, GPATCH7	55109	ENSG00000164252
AGGF1P1	NA	NA	100132380	ENSG00000214273
AGGF1P2	NA	NA	644435	ENSG00000233435
AGGF1P3	NA	NA	391552	ENSG00000241532
AGGF1P4	NA	NA	100129351	ENSG00000261689
AGGF1P5	NA	NA	100128103	ENSG00000260680
AGGF1P6	NA	NA	NA	ENSG00000259836
AGGF1P7	NA	NA	100132606	ENSG00000260994
AGGF1P8	NA	NA	100128804	ENSG00000261752
AGGF1P9	NA	NA	100127958	ENSG00000260427
AGGF1P10	NA	NA	100288774	ENSG00000282968
AGK	MULK	FLJ10842	55750	ENSG00000006530
AGKP1	NA	AGKY1	359793	ENSG00000226555
AGL	NA	NA	178	ENSG00000162688
AGMAT	NA	FLJ23384	79814	ENSG00000116771
AGMO	TMEM195	FLJ16237	392636	ENSG00000187546
AGMX1~withdrawn	NA	NA	NA	NA
AGMX2	NA	NA	NA	NA
AGO1	EIF2C1	hAGO1	26523	ENSG00000092847
AGO2	EIF2C2, CASC7	hAGO2, Q10, LINC00980	27161	ENSG00000123908
AGO3	EIF2C3	hAGO3, FLJ12765	192669	ENSG00000126070
AGO4	EIF2C4	hAGO4, KIAA1567, FLJ20033	192670	ENSG00000134698
AGPAT1	NA	LPAAT-alpha	10554	ENSG00000204310
AGPAT2	BSCL	LPAAT-beta	10555	ENSG00000169692
AGPAT3	NA	LPAAT-gamma, LPAAT3	56894	ENSG00000160216
AGPAT4	NA	LPAAT-delta, dJ473J16.2	56895	ENSG00000026652
AGPAT4-IT1	C6orf59, NCRNA00241	FLJ23112	79992	ENSG00000279355
AGPAT5	NA	FLJ11210, LPAAT-e, LPAAT-epsilon	55326	ENSG00000155189
AGPAT5P1	NA	NA	646231	ENSG00000234652
AGPS	NA	ADHAPS, ADAS, ALDHPSY, ADPS, ADAP-S	8540	ENSG00000018510
AGR2	NA	XAG-2, HAG-2, AG2, PDIA17	10551	ENSG00000106541
AGR3	NA	HAG3, hAG-3, BCMP11, PDIA18	155465	ENSG00000173467
AGRN	AGRIN	NA	375790	ENSG00000188157
AGRP	NA	Agrt, ART, ASIP2	181	ENSG00000159723
AGS~withdrawn	NA	NA	NA	NA
AGS1~withdrawn	AGS1	NA	NA	NA
AGS2~withdrawn	AGS2	NA	NA	NA
AGT	SERPINA8	NA	183	ENSG00000135744
AGTBP~withdrawn	NA	NA	NA	NA
AGTIL~withdrawn	NA	NA	NA	NA
AGTPBP1	NA	KIAA1035, Nna1, CCP1	23287	ENSG00000135049
AGTR1	AGTR1B	AT1, AT2R1, AGTR1A, AT2R1A, HAT1R, AG2S, AT2R1B, AT1B	185	ENSG00000144891
AGTR1B~withdrawn	NA	AT2R1B	NA	NA
AGTR2	NA	AT2, MRX88	186	ENSG00000180772
AGTRAP	NA	ATRAP	57085	ENSG00000177674
AGTRL2	NA	NA	NA	NA
AGXT	SPAT	AGXT1, PH1, AGT, SPT, AGT1	189	ENSG00000172482
AGXT2	NA	AGT2	64902	ENSG00000113492
AHC~withdrawn	NA	NA	NA	NA
AHCTF1	NA	ELYS	25909	ENSG00000153207
AHCTF1P1	AHCTF1P	ELYS-like	285116	ENSG00000226121
AHCY	NA	SAHH	191	ENSG00000101444
AHCYL1	NA	XPVKONA, IRBIT, PPP1R78	10768	ENSG00000168710
AHCYL2	NA	KIAA0828, long-IRBIT, IRBIT2	23382	ENSG00000158467
AHCYP1	NA	NA	340844	NA
AHCYP2	NA	NA	392387	ENSG00000238181
AHCYP3	NA	NA	402093	ENSG00000233955
AHCYP4	NA	NA	129560	ENSG00000232992
AHCYP5	NA	NA	391470	ENSG00000213107
AHCYP6	NA	NA	100419714	NA
AHCYP7	NA	NA	645486	ENSG00000259465
AHCYP8	NA	NA	NA	ENSG00000242529
AHDC1	NA	DJ159A19.3, RP1-159A19.1	27245	ENSG00000126705
AHDS~withdrawn	NA	NA	NA	NA
AHI1	NA	FLJ20069, ORF1, JBTS3	54806	ENSG00000135541
AHNAK	NA	MGC5395	79026	ENSG00000124942
AHNAK2	C14orf78	NA	113146	ENSG00000185567
AHR	NA	bHLHe76	196	ENSG00000106546
AHRR	AHH, AHHR	KIAA1234, bHLHe77	57491	ENSG00000063438
AHSA1	C14orf3	p38, Aha1, hAha1	10598	ENSG00000100591
AHSA2P	AHSA2	DKFZp564C236, Hch1, AHA1	130872	ENSG00000173209
AHSG	NA	FETUA, A2HS, HSGA	197	ENSG00000145192
AHSP	ERAF	EDRF	51327	ENSG00000169877
AIC	NA	NA	NA	NA
AICDA	NA	HIGM2, CDA2, ARP2, AID	57379	ENSG00000111732
AIDA	C1orf80	FLJ12806	64853	ENSG00000186063
AIDAP1	NA	NA	646050	ENSG00000230154
AIDAP2	NA	NA	646890	ENSG00000251429
AIDAP3	NA	NA	100128360	ENSG00000264189
AIED~withdrawn	NA	OA2	NA	NA
AIF1	NA	IRT-1, AIF-1, Em:AF129756.17, IBA1	199	ENSG00000204472
AIF1L	C9orf58	IBA2, FLJ12783	83543	ENSG00000126878
AIFM1	PDCD8, NAMSD, AUNX1	AIF, CMTX4, DFNX5	9131	ENSG00000156709
AIFM1P1	NA	NA	645120	ENSG00000225509
AIFM2	AMID	FLJ14497, PRG3	84883	ENSG00000042286
AIFM3	NA	AIFL, FLJ30473	150209	ENSG00000183773
AIG1	NA	dJ95L4.1, AIG-1, FLJ10485	51390	ENSG00000146416
AIG1P1	NA	NA	NA	ENSG00000249089
AIH1~withdrawn	NA	NA	NA	NA
AIH2~withdrawn	NA	ADAI	NA	NA
AIH3	NA	NA	NA	NA
AIM2	NA	PYHIN4	9447	ENSG00000163568
AIMP1	SCYE1	EMAPII, EMAP-2, p43	9255	ENSG00000164022
AIMP1P1	SCYE1P	bA400P21.1	170547	ENSG00000234187
AIMP1P2	NA	NA	100873064	ENSG00000227177
AIMP2	NA	p38, PRO0992, JTV-1, JTV1	7965	ENSG00000106305
AIP	NA	XAP2, ARA9, FKBP16	9049	ENSG00000110711
AIPL1	LCA4	NA	23746	ENSG00000129221
AIRE	APECED	PGA1, APS1	326	ENSG00000160224
AIRN	NA	AIR, NCRNA00088, IGF2RAS, IGF2R-AS1	100271873	ENSG00000268257
AIS1	NA	NA	NA	NA
AIS2	NA	NA	NA	NA
AIS3	NA	NA	NA	NA
AJAP1	NA	SHREW1, SHREW-1, MOT8	55966	ENSG00000196581
AJM1	C9orf172	ajm-1	389813	ENSG00000232434
AJUBA	JUB	MGC15563	84962	ENSG00000129474
AK1	NA	NA	203	ENSG00000106992
AK2	NA	NA	204	ENSG00000004455
AK2P1	NA	AK2B	266920	NA
AK2P2	NA	NA	339736	ENSG00000242272
AK3	AK6, AK3L1	AKL3L1	50808	ENSG00000147853
AK3P2	NA	HsT26053	100419074	ENSG00000250115
AK3P3	NA	NA	100419075	ENSG00000230042
AK3P4	NA	NA	100129959	ENSG00000248722
AK3P5	NA	NA	100288319	ENSG00000228816
AK3P6	NA	NA	100873789	NA
AK4	AK3, AK3L1	NA	205	ENSG00000162433
AK4P1	AK3P1	NA	206	ENSG00000263535
AK4P2	NA	NA	100132104	ENSG00000249410
AK4P3	AK3L2	AK3L2P	645619	ENSG00000233381
AK4P4	NA	NA	100128705	ENSG00000223621
AK4P5	NA	NA	100526416	ENSG00000217377
AK4P6	NA	NA	649288	ENSG00000235606
AK5	NA	NA	26289	ENSG00000154027
AK6	NA	CINAP	102157402	ENSG00000085231
AK6~withdrawn	NA	NA	NA	NA
AK6P1	NA	NA	100132086	ENSG00000256614
AK6P2	NA	NA	100128817	ENSG00000257173
AK7	NA	FLJ32864, FAP75, CFAP75	122481	ENSG00000140057
AK8	C9orf98	FLJ32704	158067	ENSG00000165695
AK9	C6orf224, AKD2, C6orf199, AKD1	FLJ42177, FLJ25791, dJ70A9.1, MGC26954	221264	ENSG00000155085
AKAIN1	C18orf42	NA	642597	ENSG00000231824
AKAP1	PRKA1	AKAP121, AKAP149, SAKAP84, S-AKAP84, AKAP84, D-AKAP1, PPP1R43, TDRD17	8165	ENSG00000121057
AKAP2	PRKA2	AKAP-KL, KIAA0920, DKFZp564L0716, MISP2	NA	NA
AKAP3	NA	FSP95, SOB1, AKAP110, CT82	10566	ENSG00000111254
AKAP4	NA	p82, hAKAP82, AKAP82, Fsc1, HI, CT99	8852	ENSG00000147081
AKAP5	NA	AKAP75, AKAP79	9495	ENSG00000179841
AKAP6	NA	KIAA0311, mAKAP, AKAP100, PRKA6, ADAP6	9472	ENSG00000151320
AKAP7	NA	AKAP18, AKAP15	9465	ENSG00000118507
AKAP8	NA	AKAP95, DKFZp586B1222	10270	ENSG00000105127
AKAP8L	NA	NAKAP95, HAP95	26993	ENSG00000011243
AKAP8P1	NA	NA	646114	ENSG00000234146
AKAP9	NA	KIAA0803, AKAP350, AKAP450, CG-NAP, YOTIAO, HYPERION, PRKA9, MU-RMS-40.16A, PPP1R45, LQT11	10142	ENSG00000127914
AKAP10	NA	D-AKAP2, PRKA10, MGC9414	11216	ENSG00000108599
AKAP11	NA	KIAA0629, AKAP220, PRKA11, FLJ11304, DKFZp781I12161, PPP1R44	11215	ENSG00000023516
AKAP11-IT1	NA	NA	NA	NA
AKAP12	NA	AKAP250, SSeCKS	9590	ENSG00000131016
AKAP13	LBC	Ht31, BRX, AKAP-Lbc, c-lbc, PROTO-LB, HA-3, ARHGEF13	11214	ENSG00000170776
AKAP14	NA	AKAP28	158798	ENSG00000186471
AKAP17A	CXYorf3, SFRS17A	XE7, XE7Y, DXYS155E, MGC39904, 721P, CCDC133	8227	ENSG00000197976
AKAP17BP	AKAP16B, AKAP16BP	NA	139516	ENSG00000214992
AKD2~withdrawn	C6orf199	dJ70A9.1, MGC26954	NA	NA
AKIP1	C11orf17	BCA3	56672	ENSG00000166452
AKIRIN1	C1orf108	FLJ12666	79647	ENSG00000174574
AKIRIN1P1	NA	NA	100418731	ENSG00000257786
AKIRIN1P2	NA	NA	NA	ENSG00000228125
AKIRIN2	C6orf166	FLJ10342, dJ486L4.2	55122	ENSG00000135334
AKIRIN2-AS1	NCRNA00120	PRO2266	NA	NA
AKIRIN2P1	NA	NA	100216487	ENSG00000251482
AKNA	NA	KIAA1968	80709	ENSG00000106948
AKNAD1	C1orf62	MGC26989	254268	ENSG00000162641
AKR1A1	NA	ALR, DD3	10327	ENSG00000117448
AKR1B1	ALDR1	AR	231	ENSG00000085662
AKR1B1P1	ALDRL1	NA	401982	ENSG00000229991
AKR1B1P2	ALDRP	NA	236	ENSG00000213452
AKR1B1P3	ALDRL3	NA	729347	ENSG00000213785
AKR1B1P4	ALDRL4	NA	390402	ENSG00000237876
AKR1B1P5	AKR1B1P	NA	390482	ENSG00000258685
AKR1B1P6	NA	NA	100129769	ENSG00000225212
AKR1B1P7	NA	NA	126242	ENSG00000266899
AKR1B1P8	NA	NA	392525	ENSG00000231371
AKR1B10	AKR1B11	AKR1B12, ARL-1, HIS, ARL1, HSI, ALDRLn	57016	ENSG00000198074
AKR1B10P1	NA	NA	340888	ENSG00000213606
AKR1B10P2	NA	NA	643582	ENSG00000263355
AKR1B11~withdrawn	NA	ARL-1, HIS	NA	NA
AKR1B15	NA	NA	441282	ENSG00000227471
AKR1C1	DDH1	DDH, MBAB, DD1, HAKRC	1645	ENSG00000187134
AKR1C2	DDH2, TDD	DD, BABP, DD2, HAKRD, MCDR2	1646	ENSG00000151632
AKR1C3	HSD17B5	KIAA0119, DDX, HAKRB, PGFS	8644	ENSG00000196139
AKR1C4	CHDR	DD4, HAKRA, C11, 3-alpha-HSD, CDR, MGC22581	1109	ENSG00000198610
AKR1C5P	NA	NA	100996684	ENSG00000225418
AKR1C6P	NA	TAKR	389932	ENSG00000151631
AKR1C7P	NA	NA	648947	ENSG00000215267
AKR1C8P	AKR1CL1	NA	340811	ENSG00000264006
AKR1D1	SRD5B1	NA	6718	ENSG00000122787
AKR1D1P1	SRD5BP1, AKR1D1P	NA	80701	ENSG00000227776
AKR1E2	AKRDC1, AKR1CL2	MGC10612	83592	ENSG00000165568
AKR7A2	NA	AFAR	8574	ENSG00000053371
